2020-03-27 17:25:33.802566: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2020-03-27 17:25:33.810999: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2400040000 Hz
2020-03-27 17:25:33.813822: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x634a1c0 executing computations on platform Host. Devices:
2020-03-27 17:25:33.813850: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
fail to load model...
-1136.805402971676 0.011948393 32.231094 0.0050541777
-1139.051053237206 0.01420386 32.14827 0.0049882797
-1138.3948690667348 0.010792294 31.9831 0.0049382374
save 성공!
-1136.9102131275301 0.0069263442 31.99938 0.004960951
-1137.6478808985332 0.0062818164 32.044598 0.0049755303
-1136.0861759726456 0.008378023 32.07359 0.005004147
-1137.5461418209673 0.0058106626 32.081963 0.0049521057
-1137.4314512675783 0.005857536 32.1853 0.0049642157
-1136.1126372917602 0.008953275 32.154606 0.005014409
-1137.603414983834 0.006815452 32.228207 0.0049590226
-1136.2274564532427 0.005825266 32.2564 0.004977525
-1135.5905996830793 0.0057024495 32.144264 0.0049791466
-1135.674479962096 0.010789001 32.122 0.005002375
save 성공!
-1134.1774723448334 0.011931953 32.06122 0.004963221
-1134.2547933020467 0.009829071 32.00718 0.004976979
-1134.0248634232487 0.008649788 31.823635 0.0049609793
-1132.9578951386193 0.0097920215 31.67544 0.0050200825
-1133.5682107044959 0.010933749 31.540485 0.005022656
-1134.1763723842753 0.0070014466 31.607676 0.0050576734
-1133.7250334820576 0.013889423 31.567802 0.005051013
-1135.4010233294289 0.009966377 31.620216 0.0050500967
-1135.0380856659451 0.008779654 31.662903 0.005056274
-1134.9576338881507 0.0044849487 31.56154 0.005028702
save 성공!
-1134.7767086098097 0.00627252 31.615301 0.00501338
-1133.6980626676693 0.007498884 31.628305 0.005074904
-1133.6486341925013 0.0038985086 31.5211 0.005091086
-1133.4038990055942 0.008389274 31.380766 0.005102152
-1131.4116696041865 -0.00012429684 31.299175 0.0050741197
-1130.783328164559 -0.0013810955 31.18636 0.0050267987
-1130.7546388181997 -0.0006499817 31.043053 0.005037386
-1130.1212547430994 0.0017372557 31.059717 0.005019411
-1129.1540692830802 -0.0016890396 30.933355 0.005016141
-1127.9619329601303 0.0020552212 30.94669 0.005004381
save 성공!
-1127.545406260995 -0.0024998852 30.894611 0.004985493
-1125.9999218981065 0.00010870263 30.801722 0.0049955463
-1124.927077573317 -0.0073797717 30.648396 0.004972218
-1123.9729250817577 -0.006579376 30.619595 0.0049713347
-1122.797537426461 -0.0051816297 30.581541 0.004966028
-1121.462099701474 -0.0017518684 30.57458 0.00498517
-1121.6462102481337 -0.0037806118 30.465782 0.0049897293
-1119.0999414879777 7.7752025e-05 30.314661 0.004941001
-1117.6724054493072 0.00084708945 30.254614 0.00489925
-1115.951804641703 0.0043480806 30.148504 0.004901558
save 성공!
-1114.474547471316 4.5707522e-05 30.111479 0.004887067
-1112.1881488676797 -0.0010092237 30.094488 0.00484215
-1111.0154585615658 -0.0047070403 30.12961 0.0048405444
-1111.4579453682275 -0.0006227291 30.040657 0.004803228
-1111.6998777523734 -0.0011569475 30.085196 0.0048200185
-1110.7692779131453 -0.0015826437 30.090294 0.004855341
-1110.7004714817745 -0.002364778 30.080923 0.0048593264
-1109.3066090750315 0.00018704683 29.971947 0.0048884763
-1108.9939531376215 0.0018337083 29.890318 0.0048948736
-1107.1523680059915 0.002586184 29.846687 0.004853669
save 성공!
-1106.7666562299137 0.0035425513 29.71867 0.0048633977
-1106.2791944715727 0.0037471848 29.528252 0.0048608403
-1105.6761348331231 0.0014971531 29.503897 0.0048434027
-1105.3519336753345 -0.0007365458 29.499092 0.0048439414
-1103.9119544232938 0.0010259683 29.592903 0.0048854
-1102.737146714167 -0.0023728742 29.51623 0.004889282
-1100.7414298979759 0.0045224964 29.312895 0.0048777047
-1100.5174292370518 0.0015772791 29.209778 0.00488083
-1099.3737287746062 0.0027925498 29.074778 0.004909101
-1098.8154927551036 9.458721e-05 29.168642 0.0049061035
save 성공!
-1099.1518583504883 -0.002150843 29.246077 0.0049084774
-1097.8044381832801 0.0029395774 29.188074 0.004913234
-1097.445897499826 0.0049567847 29.293667 0.0049008145
-1097.4157173304018 0.0047526266 29.28749 0.004935848
-1095.250316705921 0.0053342856 29.19165 0.004922103
-1093.667259009813 0.003079827 29.133413 0.0049067256
-1092.149747069659 0.0008822966 29.146835 0.0049008476
-1091.0299680103049 -0.0018484894 29.097569 0.0048909993
-1090.4313899816302 -0.0025236188 29.14772 0.004880268
-1088.7189022286623 -0.00048877404 29.136055 0.0048658587
save 성공!
-1088.2016923445572 -2.0409077e-05 29.03509 0.0048383838
-1087.3655362320976 0.0013279823 29.038052 0.0048858207
-1086.8926941222953 -0.00038800255 29.009703 0.0048976387
-1086.7228905029756 0.00029386938 29.013752 0.004929712
-1085.0455641278932 0.0010841286 28.919268 0.004915242
-1084.825713570542 0.002671458 28.8501 0.0048714895
-1085.319888588086 -0.0010721108 28.823383 0.004866085
-1084.7303166189658 -1.5034228e-05 28.686716 0.004852422
-1084.9230589826643 -0.0009827834 28.624287 0.00483306
-1084.0418148322667 -0.0007866748 28.497503 0.004829062
save 성공!
-1082.523736155066 -0.002582403 28.440132 0.004824769
-1081.8361681881067 0.0015455326 28.344334 0.004854557
-1081.391566836387 0.00064907107 28.454466 0.0048686434
-1082.5776835704637 0.002260186 28.497015 0.00489195
-1083.9334116782354 0.0020850752 28.611328 0.0048462143
-1083.8164363634785 0.003252463 28.538633 0.004795901
-1084.6958438021275 0.0055818744 28.548464 0.00479736
-1083.42601012216 0.008081786 28.468468 0.0048133675
-1083.3704419499418 0.0044240113 28.570784 0.004827581
-1084.9248131124377 0.0043990463 28.563606 0.0048352787
save 성공!
-1083.1443581882677 0.0111666415 28.438892 0.004860063
-1083.5916327042219 0.0076660584 28.413712 0.004871269
-1083.6877259812209 0.008105701 28.360561 0.004868412
-1081.8998421085864 0.0069226352 28.358572 0.0048943413
-1081.7004881461928 0.009079325 28.380861 0.00492203
-1079.7940057801525 0.012447241 28.271338 0.004926244
-1079.2860288956701 0.0081972275 28.250435 0.0049723783
-1078.6308397150826 0.01040552 28.410862 0.005009123
-1076.3296782051812 0.009513662 28.448032 0.005006135
-1076.5842435686843 0.011152137 28.379528 0.004992033
save 성공!
-1076.2154496931628 0.015836306 28.20545 0.005000465
-1076.0390684006431 0.011337468 28.005661 0.004973113
-1076.2916051665159 0.013093667 27.893906 0.0049477946
-1074.5493524838187 0.018987454 27.794678 0.0049717296
-1074.2990658403016 0.017166635 27.722528 0.0050033196
-1074.6145858548384 0.014512181 27.649775 0.0049544354
-1074.2549532057121 0.01861435 27.472183 0.0049925144
-1073.9164247693966 0.017795024 27.379654 0.0049955575
-1072.1805858631888 0.021121366 27.36704 0.0050394167
-1070.515204357042 0.018126285 27.258396 0.005014626
save 성공!
-1069.9362438468606 0.016641403 27.207685 0.0050169234
-1070.1432796325307 0.017642574 27.16572 0.005024061
-1069.8816370420657 0.023819232 27.284723 0.0050070304
-1068.6658527524621 0.027348537 27.213896 0.004962236
-1066.4442584088658 0.029494165 27.254854 0.004952511
-1065.4523300951769 0.030685171 27.161142 0.004941787
-1064.4033878363743 0.0230135 27.089863 0.0049595414
-1062.6096059897416 0.025266929 26.954363 0.0049658935
-1062.9530315157267 0.029829735 26.866783 0.004962208
-1062.0273517009039 0.029139481 26.826326 0.0049791215
save 성공!
-1061.2565467802692 0.02885902 26.806072 0.0049831383
-1060.73309112251 0.027602576 26.794754 0.0049257185
-1060.2246446795405 0.02587399 26.736704 0.004913102
-1059.270349799035 0.030499978 26.793882 0.004930847
-1059.6905258127051 0.025753891 26.805143 0.004946754
-1059.1377920756067 0.024790265 26.897676 0.0049277307
-1057.935730649929 0.026457397 26.968592 0.004925049
-1057.660749616953 0.027856503 26.939909 0.004930038
-1057.4911144031948 0.0292116 26.939968 0.004974517
-1057.1220729087622 0.028778141 26.925182 0.004993702
save 성공!
-1056.418630749898 0.033007182 26.987568 0.004991134
-1056.3519408477182 0.030364342 27.052435 0.0049775033
-1056.405898628508 0.030028787 27.116072 0.0049831066
-1056.3023957497237 0.031577464 27.096994 0.004981545
-1056.5483833496642 0.030363157 27.002026 0.0049994155
-1056.9071306146166 0.028710067 27.09581 0.005021277
-1057.0819438021151 0.03731258 27.18967 0.0050568674
-1057.358136793124 0.037791826 27.200384 0.005103984
-1056.9110132823664 0.035502363 27.302248 0.0050884727
-1057.649941520885 0.03196514 27.507044 0.0051008044
save 성공!
-1058.876007928316 0.03607874 27.58434 0.005124209
-1059.0468620838294 0.03729035 27.631985 0.0051346887
-1059.2077312655613 0.039087664 27.762684 0.0051462376
-1058.532711472711 0.037661348 27.891323 0.005200193
-1057.7120210444723 0.038108617 27.73618 0.005165027
-1057.6656442335536 0.037392493 27.713821 0.005121151
-1057.5746127692287 0.042702727 27.783894 0.0051124603
-1057.3910722782662 0.04281728 27.905556 0.0051091826
-1058.0223399175932 0.040579095 27.977882 0.0051350514
-1058.3291868242482 0.046815094 27.848072 0.0051462334
save 성공!
-1058.5493533848614 0.04161554 27.858837 0.0051767216
-1058.7529485637358 0.046508692 27.93357 0.0051823636
-1057.7716216093859 0.045134496 27.843918 0.005183456
-1057.5780453479458 0.04854354 27.678425 0.005227998
-1058.2349798769649 0.044601485 27.546982 0.005225714
-1059.6185366877453 0.046891283 27.561237 0.005202289
-1060.9279643712432 0.043495882 27.512459 0.005221047
-1060.8785875797657 0.039853066 27.499985 0.005223282
-1059.9903563385262 0.03865531 27.51512 0.005226412
-1060.1804017954687 0.043977752 27.493782 0.0052517285
save 성공!
-1061.4408910207003 0.045372423 27.470469 0.00530375
-1063.0537666848745 0.043716054 27.452549 0.0053522354
-1063.482296730836 0.038995113 27.465776 0.0053459597
-1064.1260019925392 0.039738517 27.405777 0.0053627198
-1064.6610530439918 0.03752976 27.415918 0.0053483057
-1065.3472737997347 0.036407925 27.395376 0.005365235
-1065.994858575452 0.038078304 27.321596 0.0053924234
-1065.927301675747 0.03871663 27.324873 0.0054555386
-1066.0700938315304 0.039493743 27.20038 0.0054923864
-1066.450787464156 0.037949987 27.120106 0.0055275923
save 성공!
-1065.774072719402 0.03898564 27.175892 0.0055311774
-1066.143161721669 0.034935497 27.095818 0.005506624
-1065.9540189659149 0.041525606 27.00901 0.0055268765
-1067.0399132210491 0.034719966 26.911203 0.0055138953
-1067.1661336538284 0.037785288 26.833382 0.0055157673
-1067.6336885737726 0.04197715 26.873512 0.005529948
-1067.1246924402637 0.042335767 26.793728 0.005554527
-1067.3596054026093 0.041009717 26.794619 0.0055403616
-1067.303208149299 0.042061515 26.867178 0.005525505
-1066.865715462944 0.04422331 26.911568 0.0055261133
save 성공!
-1067.6325236180323 0.043737706 26.877134 0.0055487286
-1067.727300593435 0.04211712 26.84666 0.0055175675
-1067.6543250208408 0.041163664 26.665981 0.0054954607
-1066.2183832182602 0.040064503 26.589485 0.005531667
-1064.2137089812588 0.041063093 26.502186 0.005534751
-1063.4215468418897 0.0418208 26.505632 0.005583206
-1062.7568247481377 0.042112704 26.401724 0.005591178
-1061.6524431359953 0.04210802 26.38787 0.0055668987
-1060.0758342561107 0.04966746 26.363981 0.005566612
-1059.426087983284 0.04940164 26.29012 0.0055470928
save 성공!
-1058.7690915101775 0.046286162 26.339676 0.0055279303
-1057.4291548559625 0.04416476 26.328363 0.005535239
-1055.4990080001035 0.04690272 26.190493 0.0055400296
-1054.449456836211 0.047151174 26.11398 0.0055240733
-1054.3292644189912 0.04030074 26.142918 0.005505647
-1054.9422248900328 0.040883 26.219448 0.005507672
-1054.0710020404601 0.042620562 26.23228 0.0054628598
-1053.8403294620105 0.044332705 26.125914 0.0054722764
-1054.0437807836588 0.042332187 26.166235 0.0055289436
-1053.242671120778 0.043561734 26.304407 0.0055804867
save 성공!
-1053.2367388155603 0.04345547 26.338655 0.0055509144
-1052.9994732351422 0.045741297 26.48528 0.0055503333
-1052.5519356548903 0.04705672 26.565605 0.005542049
-1052.7555985379327 0.0426662 26.799553 0.005554876
-1052.2669432161695 0.043668456 26.819641 0.0055226134
-1051.5851302490012 0.050714202 26.8767 0.00551544
-1051.1280163251488 0.04903562 26.935371 0.0054829693
-1050.5855835627262 0.05138942 27.07297 0.0054650134
-1051.208130880808 0.051570587 27.17762 0.005418027
-1051.760534253134 0.051331032 27.157173 0.0054051923
save 성공!
-1051.2949438819437 0.053737707 27.268938 0.0054445327
-1050.997480696062 0.050252542 27.439194 0.0054613696
-1050.6131795312833 0.049712177 27.37711 0.0055186893
-1050.4575526880933 0.04887335 27.333488 0.005512999
-1051.8400593621475 0.050745424 27.372826 0.0055674003
-1052.0621836616472 0.054377783 27.341167 0.005613184
-1051.9156179327733 0.05838007 27.336798 0.0056216563
-1051.7344737232208 0.056675453 27.410345 0.0056086164
-1051.6067487515704 0.053241342 27.523626 0.005586763
-1051.6714015038658 0.058370102 27.586128 0.005572399
save 성공!
-1051.3660665064272 0.056415148 27.451572 0.0055742646
-1051.4965650862157 0.058921542 27.484516 0.005582226
-1051.2770835010092 0.058626298 27.582945 0.005575548
-1051.3882671804824 0.05687397 27.575733 0.0055613406
-1050.7347851426764 0.065373406 27.575912 0.0056091235
-1050.304582940707 0.066079594 27.667173 0.005637594
-1050.034106440718 0.06557004 27.645525 0.00561372
-1050.422685276389 0.06301342 27.574726 0.00562347
-1049.8923924545177 0.065387815 27.665222 0.00559857
-1050.1316167950822 0.061478984 27.699125 0.0056442656
save 성공!
-1049.3496067024107 0.06242261 27.673944 0.005644652
-1048.3125367785292 0.061934985 27.742893 0.0056462665
-1048.3993924374076 0.06295564 27.691978 0.0056831306
-1047.6193552352054 0.064147666 27.673113 0.005666508
-1047.7189381984956 0.06707666 27.712286 0.0056452537
-1047.3668420096235 0.06570553 27.68615 0.005592148
-1047.0525085211475 0.05926057 27.572987 0.005608348
-1046.6572321137874 0.055587314 27.565296 0.005573338
-1046.300748733045 0.059839033 27.406557 0.0056097265
-1044.4991781628796 0.059915528 27.32501 0.005594455
save 성공!
-1044.1905980486185 0.059130196 27.326897 0.005582059
-1043.179206543115 0.060636874 27.335588 0.0056015034
-1043.6025580506523 0.064078875 27.16471 0.005534002
-1042.631614986961 0.0626221 27.056923 0.005474789
-1041.6433864730702 0.062758826 27.164299 0.0054910355
-1041.9249308673927 0.05919911 27.227417 0.0055441395
-1041.314123436227 0.057313696 27.134295 0.005552842
-1042.3535552337703 0.05685543 27.038769 0.0055111046
-1041.0742335087432 0.06166457 27.101303 0.0055202246
-1040.5060417986272 0.06187345 27.04864 0.005512219
save 성공!
-1039.7608832752871 0.060198523 27.188755 0.0054606562
-1038.1509226788517 0.059353556 27.1629 0.0054718214
-1038.7225681712878 0.056939773 27.19696 0.005467673
-1039.2253924007214 0.05416776 27.277937 0.005440435
-1039.1101946105546 0.05526547 27.250328 0.0054226504
-1037.1969494758523 0.055625934 27.211607 0.0054005017
-1037.1037913903504 0.054565698 27.210943 0.0053909873
-1036.733314438816 0.055461735 27.192377 0.0053946255
-1037.0947081260385 0.05724713 27.163834 0.0053751986
-1036.0363578043737 0.055672985 27.06319 0.0053444463
save 성공!
-1034.6313626704464 0.05595344 27.02622 0.005320917
-1033.9002408176625 0.055904336 26.98185 0.0052968385
-1033.7451804463144 0.05676661 26.919323 0.005337177
-1031.243094824417 0.056100454 26.847141 0.0052847075
-1030.5148394437656 0.060124274 26.835339 0.005286248
-1029.81650494911 0.06117734 26.888035 0.0052786423
-1029.8406864017884 0.059489485 26.909626 0.005276386
-1028.993584475882 0.057559457 26.82409 0.0052485187
-1029.0351112690753 0.05628305 26.818409 0.0052294205
-1028.4574440959584 0.055575766 26.823402 0.0052117687
save 성공!
-1027.9673890471681 0.058492817 26.812326 0.0052439384
-1027.4540612384378 0.057715278 26.852747 0.0052307327
-1028.198229565679 0.05460088 26.884958 0.0052283537
-1028.6212526831896 0.055946007 26.985817 0.005251857
-1028.2315175446995 0.05551198 27.001154 0.0052763764
-1028.3123260187078 0.05511922 26.890142 0.0052902703
-1027.2905268152124 0.053819828 26.973118 0.0053209984
-1025.6548152874336 0.056920677 27.097673 0.0053455727
-1024.9575270371972 0.05542727 27.11997 0.005344916
-1024.4096120403601 0.054900922 27.253418 0.005333004
save 성공!
-1023.6657322392848 0.05671522 27.357105 0.005299926
-1023.6475434601795 0.059281975 27.48405 0.005310521
-1023.4311083982944 0.06495307 27.567957 0.0053224377
-1023.298260044634 0.06531412 27.560894 0.005277135
-1023.3043403458748 0.05680084 27.598953 0.0052711624
-1022.9728752898465 0.05669425 27.559517 0.005223999
-1022.4034971358672 0.056132246 27.668875 0.0052328575
-1021.5752996416746 0.058876373 27.640253 0.0052317893
-1022.4780431294839 0.047317132 27.626507 0.005196995
-1021.8713937994303 0.04857849 27.690655 0.0052016024
save 성공!
-1022.8193320118748 0.049173128 27.705706 0.0052241664
-1022.536671848649 0.050791692 27.821463 0.0052457154
-1023.2762489384294 0.0484973 27.991707 0.0052780807
-1023.9141397164491 0.048874356 28.048262 0.0052817888
-1023.4502775352264 0.057250924 27.923407 0.005272237
-1022.0679971322359 0.05809014 27.813683 0.005299639
-1021.5986205661935 0.056566067 27.838585 0.005286805
-1021.1480257893619 0.053759 27.820904 0.005224979
-1020.4699862857459 0.058483142 27.78678 0.005174435
-1019.6002538433717 0.0553293 27.705097 0.005159037
save 성공!
-1019.203444364065 0.049482126 27.818916 0.0051609795
-1018.1741213141379 0.053356867 27.795416 0.0051623625
-1018.1667770058955 0.04722297 27.739004 0.005169122
-1016.7056208521963 0.04916116 27.596626 0.005121716
-1016.3036650641122 0.048379183 27.57992 0.0051269317
-1015.9260247775404 0.042011686 27.582796 0.0051251976
-1015.1310172201631 0.047287807 27.66671 0.0051371558
-1015.395176676814 0.04243212 27.562489 0.0051357104
-1015.4963982443986 0.04207342 27.437109 0.0051720957
-1014.7872900707248 0.0440737 27.375679 0.0052240337
save 성공!
-1014.7930283963913 0.040826492 27.254927 0.005179972
-1013.6003384479083 0.04440861 27.145597 0.0051882565
-1013.6845890611711 0.042858616 27.142883 0.0051760506
-1014.5263055216675 0.04234368 27.101446 0.0051791198
-1013.525408329645 0.03814557 26.94563 0.0051344936
-1012.0644671378827 0.038024634 26.965612 0.0050888634
-1012.5742166610146 0.03631611 26.948206 0.00508564
-1012.644525712684 0.039268635 26.846453 0.0051155775
-1011.2880666817175 0.039832056 26.742115 0.0051444196
-1010.3271368648021 0.037645727 26.624527 0.0051450715
save 성공!
-1010.3017142187001 0.038361374 26.753033 0.005187788
-1010.7246894634443 0.037154924 26.655458 0.0051826285
-1010.5280558827332 0.033647694 26.5805 0.0052080047
-1011.0143616594668 0.03324033 26.521042 0.0052377568
-1012.0020447668734 0.034110747 26.445871 0.0052147293
-1012.6395991034377 0.034945324 26.400423 0.0051969048
-1012.455020611896 0.036994264 26.455254 0.0052035786
-1013.0471602944324 0.037756357 26.409748 0.0052187485
-1013.4375995507212 0.03344509 26.376543 0.005227788
-1013.4930821723941 0.03710194 26.264833 0.0051981886
save 성공!
-1014.8538789259146 0.036347315 26.241238 0.0052424483
-1015.8151464918233 0.03735348 26.06836 0.005284303
-1015.8345113805156 0.03717383 26.011412 0.0052630138
-1016.5348124657551 0.032994628 26.028435 0.005257306
-1015.6753430148159 0.028550938 26.11885 0.005274725
-1016.7462719701242 0.030989291 26.042967 0.0053067817
-1016.6757864646202 0.030597806 26.120821 0.0052946503
-1017.7938657196754 0.033804055 26.198305 0.005290037
-1017.9290794292746 0.03321154 26.158882 0.0052924817
-1018.1923763318011 0.030958386 26.068987 0.0053098854
save 성공!
-1019.1203416453938 0.032760814 25.952742 0.0053160675
-1019.8484155057894 0.030349536 25.770603 0.0053038364
-1020.3142405296485 0.028436696 25.824268 0.0053128386
-1021.1285283182191 0.02709801 25.840425 0.005316209
-1022.2253950376435 0.02641648 25.763277 0.005312821
-1022.3253578473888 0.02941019 25.666967 0.005257673
-1022.8720252090034 0.029755432 25.748436 0.005269508
-1022.895146318513 0.02900406 25.756502 0.0052747573
-1023.1184921366851 0.025480844 25.668804 0.0052658063
-1024.0261895732183 0.025434034 25.710266 0.005263429
save 성공!
-1026.3101137266915 0.030029316 25.57122 0.0052915406
-1027.9045049238953 0.026644224 25.566608 0.0053203716
-1028.3629225052603 0.027104087 25.541924 0.0053607696
-1028.5586201603464 0.029744282 25.58798 0.005408011
-1028.3954449854343 0.028993154 25.575254 0.0054491446
-1028.854468887976 0.02702018 25.59319 0.0055089183
-1029.1268212448256 0.026334584 25.677588 0.005535445
-1028.5366828333617 0.026965791 25.731209 0.005542981
-1029.245021221696 0.02531061 25.773422 0.005564296
-1029.4121164260432 0.025391584 25.805994 0.0055910037
save 성공!
-1029.2564951974816 0.025507992 25.848879 0.0055477563
-1027.988420480688 0.02559499 25.902132 0.0055231517
-1027.3879879880876 0.029280245 25.85525 0.0054996274
-1027.7094012367686 0.02869421 25.922058 0.005506736
-1027.918544758417 0.025616717 25.873625 0.005487234
-1026.9939589804496 0.025573766 25.83257 0.0054792855
-1026.5545126405455 0.029813368 25.819063 0.005455509
-1026.6023628680368 0.03450164 25.843452 0.0054475027
-1025.7274577633646 0.033143934 25.880093 0.0054521803
-1025.1092123087678 0.035432182 25.827993 0.0054780054
save 성공!
-1024.9497575249727 0.02984165 25.817865 0.0054355534
-1024.3005539890805 0.03495205 25.734463 0.005443494
-1022.6643977193751 0.032817617 25.666187 0.005439
-1022.5826935938919 0.034536157 25.671001 0.005373199
-1022.7436425023726 0.03293323 25.659126 0.0053999387
-1022.1431302970116 0.028950045 25.64125 0.005388698
-1022.2125002646161 0.028732156 25.54275 0.005317431
-1022.1843425212088 0.027308436 25.490505 0.00527315
-1022.3103500683247 0.027700184 25.474033 0.005320258
-1022.3540111786607 0.02726445 25.230305 0.005348945
save 성공!
-1021.0865142343889 0.024724841 25.039719 0.0053914725
-1021.1448631518152 0.019723702 24.983662 0.0054086572
-1020.0611798026935 0.01785091 24.924116 0.0054026335
-1020.2874812229553 0.016094774 24.86658 0.0053778905
-1019.6023786713256 0.023300843 24.787085 0.005361359
-1019.9873731855151 0.02205103 24.690342 0.00537564
-1018.9287370521205 0.023552809 24.578358 0.0053519104
-1019.4955712952507 0.02265778 24.516874 0.0053833993
-1018.6213510355728 0.022537343 24.421507 0.005396747
-1018.4840788439682 0.023804145 24.416832 0.0053932355
save 성공!
-1017.9832612076987 0.024707668 24.324024 0.0053855646
-1018.2321333213314 0.024282949 24.215168 0.0053490316
-1017.8294048671366 0.024436746 24.16229 0.005300916
-1017.3752175986876 0.025916122 24.092497 0.0052902782
-1017.207519320301 0.022701407 24.081863 0.005299647
-1018.0820485605277 0.02215129 24.157124 0.0052496367
-1018.1598416064817 0.02392734 24.098188 0.0052438164
-1017.9252025928226 0.025384262 24.072382 0.0052588214
-1017.8187170557233 0.02335189 24.050522 0.0052996106
-1016.9550612611838 0.024901222 23.99848 0.005262779
save 성공!
-1015.1366903935561 0.030288078 23.846277 0.0052897716
-1015.1768467975643 0.027684426 23.853178 0.005330565
-1014.5650083166856 0.03343803 23.830786 0.0053725597
-1015.8513622424041 0.032502104 23.764694 0.0053756745
-1015.2362279897357 0.032318205 23.722061 0.0054220785
-1015.1717843658629 0.035593014 23.622662 0.0054529356
-1015.0793403845155 0.0314968 23.52129 0.0054422016
-1015.0701783541332 0.037644416 23.530437 0.005467767
-1014.5088654807638 0.03520358 23.503164 0.0054332996
-1014.8786571167122 0.035343505 23.483925 0.0054175383
save 성공!
-1014.6126806771206 0.034936726 23.690264 0.0054546227
-1015.2395479361098 0.032959335 23.80823 0.0053974455
-1015.1924933627415 0.03551568 23.835821 0.0053632264
-1013.7333265866095 0.03982031 23.851748 0.0053829555
-1014.1678981530808 0.037134632 24.015596 0.00537572
-1015.4918859502906 0.03499546 23.915607 0.005407218
-1015.479285234862 0.035978496 23.892134 0.005422509
-1015.007738652027 0.03555906 23.934692 0.0054339897
-1016.0064570492613 0.0353808 23.900856 0.0054372395
-1015.4246363055331 0.03748596 23.960028 0.0054432615
save 성공!
-1014.9324094300769 0.037175935 23.962275 0.0054041846
-1014.3248872381049 0.034868967 23.957626 0.005409745
-1014.002510176397 0.036520954 24.075012 0.0054287966
-1013.1537230792526 0.03613193 24.102812 0.0054251403
-1011.8978289386291 0.03651398 24.080225 0.005385919
-1011.4451269076035 0.035066135 24.028896 0.0054373215
-1012.0004751057068 0.031213844 24.02882 0.005432829
-1010.6466898774922 0.030504823 24.135815 0.0053991918
-1010.0698993117237 0.034760088 24.220705 0.005399794
-1009.4633939832314 0.03576222 24.397442 0.00542354
save 성공!
-1008.2781267126401 0.03424425 24.300043 0.0054228604
-1008.1492152491489 0.036118545 24.368458 0.0053955866
-1008.0950766552737 0.0359023 24.493696 0.0054196105
-1007.7313274574539 0.03808277 24.493406 0.0054323818
-1008.9034530802223 0.039712783 24.379602 0.005416798
-1007.5405009498647 0.04043089 24.405405 0.0053893686
-1007.5361890928509 0.040194325 24.343254 0.0053440644
-1006.7607267133493 0.037108213 24.213266 0.0054038735
-1006.5085021560302 0.03587157 24.167736 0.005383642
-1006.517672708931 0.03933001 24.108038 0.005412649
save 성공!
-1005.1038022053056 0.037388053 24.140348 0.005418822
-1004.240945086773 0.040420536 24.188303 0.0054212315
-1002.9245133775496 0.039708465 24.216726 0.005410428
-1002.9456089315138 0.03936647 24.216145 0.0054705585
-1002.3587757547032 0.03942438 24.310991 0.0054447628
-1001.8015855987408 0.04125164 24.435091 0.0054736044
-1001.6319923830289 0.038828414 24.38244 0.005498443
-1000.5344958216809 0.03803061 24.453833 0.005543406
-1000.6536205053479 0.037844636 24.518309 0.005560481
-999.9055403908928 0.03544263 24.55111 0.0055625117
save 성공!
-998.0090909476093 0.033372745 24.523745 0.0055233883
-996.793409190651 0.034476634 24.458904 0.0054797353
-996.1361758036327 0.03844981 24.539383 0.005474061
-995.3576441899015 0.039009485 24.564978 0.005440722
-995.5467896802218 0.040151592 24.610134 0.0054323105
-996.0609027377851 0.043922674 24.58804 0.0054310025
-994.9319616897569 0.04555982 24.611958 0.0054532886
-994.8449371052311 0.04816967 24.676174 0.0054794485
-993.1786119053401 0.049153313 24.780838 0.0054408754
-993.5961284714926 0.04800449 24.76424 0.005427221
save 성공!
-994.0418824396606 0.04695637 24.80729 0.0054298355
-994.7936315727175 0.046721 24.960915 0.0054204287
-994.7974874327074 0.04786978 24.917898 0.005447032
-996.357314534154 0.048029598 24.940767 0.005445746
-996.6771787071469 0.045343116 24.974943 0.005422513
-997.9500516179993 0.044666007 25.02921 0.0054409844
-998.2716750106083 0.044751454 25.00825 0.005433688
-999.5296671978747 0.042770486 24.99713 0.00542008
-999.5556887475285 0.045661926 25.084558 0.0054415907
-1000.4256181269963 0.045656215 25.280767 0.0053884275
save 성공!
-1001.0907053012089 0.046955112 25.391085 0.00540766
-1002.5082860066087 0.044011097 25.384008 0.0054317587
-1003.1981038461576 0.0481176 25.540396 0.005416712
-1002.9860225875258 0.048513904 25.665022 0.005444173
-1003.4564867539533 0.048403446 25.785007 0.0054156096
-1004.1157868047169 0.049647227 25.91014 0.0054214913
-1004.3375375492717 0.05079196 26.003956 0.0054383324
-1005.8732102101116 0.04906827 26.01205 0.005449114
-1006.2453437139364 0.05270168 26.116114 0.0054152496
-1006.938388316778 0.054426204 26.293028 0.005428519
save 성공!
-1008.0808052429261 0.053365003 26.424316 0.005432668
-1007.9401932364169 0.05630478 26.511675 0.0054206015
-1009.0864965134438 0.05353054 26.671856 0.0054171057
-1009.3895793838137 0.053485584 26.763264 0.0054727066
