2020-03-27 17:25:33.802566: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2020-03-27 17:25:33.810999: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2400040000 Hz
2020-03-27 17:25:33.813822: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x634a1c0 executing computations on platform Host. Devices:
2020-03-27 17:25:33.813850: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
fail to load model...
save 성공!
-1214.222946597122 -1.6478779 56.20217 0.0050669885
-1214.7616812283038 -1.613496 55.961143 0.0050830506
-1215.7263709179394 -1.593126 55.98659 0.0050648977
-1214.4801218819716 -1.5457001 55.3937 0.0050682873
-1214.8836999254684 -1.4970402 54.930737 0.005087788
-1213.6806988393505 -1.4343761 54.408905 0.005110173
-1213.6066821066881 -1.3737578 53.747837 0.0051430906
-1214.3235173396765 -1.353672 53.71268 0.005144958
-1213.478527985123 -1.3428819 53.682266 0.005117591
-1210.6552260379299 -1.285899 53.083263 0.0051528187
save 성공!
-1212.3656897071405 -1.2757514 52.901947 0.0051930146
-1214.2846367511852 -1.2541927 53.01181 0.005248602
-1214.2466766937905 -1.2224765 52.90493 0.005263594
-1213.8228862068947 -1.1888927 52.52433 0.005242696
-1214.7673484886645 -1.1479857 52.375835 0.005197976
-1214.7087340822002 -1.1296536 52.18972 0.005165115
-1218.0207126507294 -1.111795 52.089012 0.0052294014
-1220.126696338754 -1.087218 52.042164 0.0052339076
-1221.58622560915 -1.0576112 51.849106 0.0052354746
-1221.3015654290978 -1.021053 51.53936 0.005269804
save 성공!
-1226.0317871859227 -1.0286492 51.847202 0.0052289744
-1227.7288489927803 -1.0186597 51.829365 0.0052084876
-1228.2935945553954 -1.0034207 51.75061 0.0052307313
-1228.19904314517 -0.9915177 51.6992 0.0052486025
-1229.3967142414442 -0.9635329 51.57877 0.0052395784
-1229.2187189016977 -0.9040865 51.17991 0.0052427067
-1227.2499221658293 -0.88601595 50.992958 0.0052615344
-1225.277832257652 -0.83434427 50.466652 0.0052491156
-1224.7793993583564 -0.79663146 50.089203 0.00523741
-1224.967981319555 -0.7766649 50.10355 0.005265031
save 성공!
-1224.4370468764887 -0.7655654 49.85428 0.005271429
-1225.9110737987296 -0.752021 49.849834 0.005288243
-1222.8734125651665 -0.7201592 49.54886 0.0052675363
-1222.227445078244 -0.72099406 49.663486 0.00522598
-1222.9188096279906 -0.723923 49.68757 0.0052239387
-1222.3071777707862 -0.71559834 49.860058 0.0052017467
-1221.2202438370866 -0.70547193 49.88218 0.005231833
-1219.082828461027 -0.69094986 49.818024 0.005238609
-1218.9324081808618 -0.68985176 49.931984 0.0052172677
-1216.020268617197 -0.65312123 49.64872 0.005239212
save 성공!
-1218.5164853464069 -0.6561621 49.742775 0.0052025937
-1217.1399539189802 -0.636081 49.51326 0.0051955367
-1217.8789428812577 -0.63309336 49.66311 0.0051434725
-1217.817493233393 -0.64243627 49.766666 0.005166022
-1219.5555945606366 -0.64813834 49.923462 0.0052131508
-1219.5768194138464 -0.6399601 49.938305 0.005278592
-1218.3486380535112 -0.62350136 49.879215 0.005261803
-1217.1432554178439 -0.59511966 49.661148 0.0052884985
-1219.2872033899794 -0.5917859 49.599533 0.005315121
-1219.0516449536667 -0.57493 49.506973 0.005365699
save 성공!
-1219.9045923218835 -0.56289524 49.558983 0.0053425618
-1220.520204539943 -0.5574342 49.575768 0.005316586
-1221.0151751204871 -0.54431915 49.44413 0.0052934443
-1219.0946163691062 -0.5282591 49.201237 0.005283056
-1217.8478381353752 -0.5025725 49.012867 0.005319879
-1218.7449683448642 -0.49443942 49.07042 0.005346156
-1219.7833058829722 -0.4841266 48.98926 0.005374085
-1218.5442262179963 -0.46911633 48.756367 0.0053337985
-1219.5034584891387 -0.47144976 48.76786 0.0053483606
-1217.1497947599944 -0.43978286 48.43962 0.005356573
save 성공!
-1217.3993210136439 -0.4208046 48.273563 0.00536629
-1218.216675351404 -0.4039097 48.114513 0.005329681
-1218.2732258284134 -0.38406464 48.111347 0.0053412495
-1217.8094771241788 -0.38628703 48.03751 0.0053912043
-1220.1220661648688 -0.39401153 48.064285 0.0053953393
-1217.9171467286744 -0.38029903 47.762543 0.005358424
-1217.635539879515 -0.36553547 47.734756 0.00535149
-1215.9848311043734 -0.3356663 47.528275 0.0053332727
-1215.5036102399617 -0.3301306 47.547516 0.0053547584
-1216.2611173149944 -0.3296729 47.578808 0.005368209
save 성공!
-1219.3429178604586 -0.33933258 47.52584 0.0053587104
-1220.4412879161569 -0.33286154 47.389523 0.005368856
-1222.218955321607 -0.32118762 47.41277 0.005424216
-1221.879515898442 -0.29556128 47.240917 0.005429641
-1220.4156100708924 -0.2734059 47.029007 0.0054379697
-1220.1968061918017 -0.27325073 47.078 0.005422771
-1217.7702115624934 -0.2639475 46.94379 0.0054212706
-1218.6433543491419 -0.27783224 47.00302 0.005392665
-1219.3328351487987 -0.27704996 47.042324 0.005373173
-1217.3673399880952 -0.25609505 46.9417 0.005396328
save 성공!
-1218.062948008391 -0.25275517 46.750023 0.0053894706
-1216.7302090027829 -0.22772135 46.412594 0.005434789
-1217.0335963284676 -0.22565623 46.49852 0.005430149
-1216.3797033455367 -0.23444436 46.525284 0.0054181474
-1214.894023702467 -0.21729353 46.33141 0.0053695445
-1214.2957278665556 -0.21966782 46.314663 0.0053710663
-1213.4733745087422 -0.21438004 46.243332 0.0054065688
-1212.615302425043 -0.19789387 46.079514 0.0054211486
-1213.5568582197973 -0.1964296 46.12856 0.0054443963
-1211.9704558800013 -0.18962747 45.942974 0.0054167844
save 성공!
-1211.9751048167848 -0.18724842 45.789963 0.005452689
-1210.5718103932832 -0.18591341 45.728153 0.0054987334
-1212.9239198323628 -0.19764231 45.90479 0.005491061
-1213.4112280928275 -0.20293728 45.95578 0.0055140913
-1212.8711627300577 -0.19617614 45.9021 0.005511033
-1211.425183767527 -0.19138995 45.662025 0.0055535897
-1209.7138396140422 -0.1903538 45.495064 0.005582382
-1209.9481251200173 -0.17957477 45.378803 0.0055600163
-1210.2192283712566 -0.17905541 45.31932 0.0055828774
-1209.7059230469483 -0.17172179 44.97316 0.005582284
save 성공!
-1209.5440008210549 -0.16188063 44.778675 0.005637765
-1206.8524382204957 -0.15045205 44.536224 0.0056903316
-1205.4111043793619 -0.14882289 44.369453 0.005700967
-1203.9836298650596 -0.13590594 44.44964 0.0056799822
-1203.1745636281687 -0.13633512 44.424625 0.005645706
-1202.249427528791 -0.13472626 44.339188 0.005636582
-1201.0214451642712 -0.13188109 44.33247 0.005622694
-1200.97058169027 -0.1296836 44.25935 0.0056093438
-1201.6822577021142 -0.11994112 44.26529 0.0056068953
-1201.2680275064463 -0.1218682 44.12953 0.005570827
save 성공!
-1199.6502779814969 -0.11058417 43.995895 0.0055144965
-1198.5675920012925 -0.11372062 43.910145 0.0054419274
-1197.6740630966385 -0.119516335 43.928497 0.0054351375
-1196.7648059287553 -0.119048014 43.85542 0.005456179
-1195.8416753443848 -0.1236402 43.783394 0.005457778
-1195.8233083269615 -0.12283434 43.801167 0.005493316
-1192.699147915398 -0.11067438 43.52913 0.00544683
-1189.9082639598741 -0.104470074 43.31548 0.0054656756
-1187.6344576187753 -0.10668295 43.16998 0.0054949946
-1185.3556774180745 -0.10053499 43.03207 0.0054799165
save 성공!
-1181.8923810452818 -0.089797296 42.93481 0.005491143
-1180.0575531879417 -0.09063677 42.9266 0.0054818853
-1180.5146102354283 -0.09548112 42.859108 0.005435111
-1180.313152958609 -0.089924075 42.710083 0.0054845666
-1179.1212368886763 -0.08780428 42.657993 0.005485043
-1178.0772761735748 -0.093925096 42.543736 0.0054776096
-1177.445898351903 -0.10050645 42.554474 0.0054328293
-1177.3935371891941 -0.09313286 42.51042 0.0054199426
-1176.6611731875357 -0.087587856 42.464684 0.0053795367
-1175.889310584405 -0.087113135 42.325462 0.0054096626
save 성공!
-1177.2442421482149 -0.07638435 42.29856 0.0053967084
-1177.582416576337 -0.08029436 42.287384 0.005434471
-1180.377612708387 -0.08172437 42.28796 0.005459039
-1183.408463428419 -0.08044877 42.29982 0.0054422338
-1183.8035125854014 -0.079758264 42.317245 0.0054334914
-1185.0508228365634 -0.087856896 42.18605 0.0054914444
-1185.181499991937 -0.0835058 42.002975 0.0054660602
-1186.1071641736803 -0.08446703 41.993896 0.0054472657
-1187.5483891049805 -0.081749514 41.882004 0.005436344
-1186.8403729326633 -0.08727563 41.813976 0.0054227794
save 성공!
-1187.9099353040367 -0.0776627 41.71633 0.005408045
-1187.7249350164504 -0.0721031 41.750755 0.005409651
-1187.6904287275468 -0.065051034 41.576065 0.005397381
-1189.6629539060716 -0.05778337 41.504635 0.0053693526
-1186.9753369852374 -0.04671605 41.265392 0.0053468305
-1186.973445982805 -0.04339261 41.22462 0.0053219683
-1190.0817361245254 -0.052592937 41.25399 0.0053308336
-1189.4868815211462 -0.052076474 41.18666 0.005321452
-1188.1048415009393 -0.044385243 41.08876 0.005295157
-1188.7678115218378 -0.050723173 41.171818 0.005266984
save 성공!
-1186.8351617916678 -0.049279973 41.093983 0.005278189
-1187.5750871163307 -0.04664855 41.120922 0.0053352164
-1187.6975982191661 -0.054429904 41.243755 0.0053996677
-1188.7770342154085 -0.06084404 41.32048 0.005385155
-1189.7621811396814 -0.057998158 41.187813 0.005385491
-1188.713651100033 -0.05323784 41.067665 0.0053329603
-1189.1050259325111 -0.053205527 41.00378 0.0053686122
-1190.6833190209875 -0.061129257 41.179844 0.005365957
-1190.5192898989872 -0.06114913 41.195057 0.0053135715
-1190.7308140696316 -0.061286353 41.186108 0.005350664
save 성공!
-1190.6388761188987 -0.054901544 41.07631 0.005327651
-1188.8894279676351 -0.05287766 40.94761 0.005398289
-1187.3722087748988 -0.052874576 40.78435 0.0054480624
-1187.9568087054388 -0.048228327 40.766144 0.005465271
-1187.000635658889 -0.05216021 40.69978 0.0054643033
-1188.5212637779414 -0.04394347 40.778446 0.005500504
-1188.4214662771387 -0.060594678 40.71203 0.0055226986
-1187.3842047399032 -0.058477316 40.5995 0.005504216
-1190.2686955383522 -0.061923813 40.76176 0.0055233296
-1189.626138949334 -0.06317751 40.72285 0.0055013015
save 성공!
-1189.895760545751 -0.06334643 40.733543 0.005484906
-1188.871070564983 -0.05874717 40.769733 0.0054636006
-1185.671395001245 -0.058053542 40.62828 0.005403957
-1185.0519265583823 -0.06106625 40.59484 0.005342477
-1185.813737973856 -0.06928475 40.709553 0.0053311093
-1185.8272938258117 -0.065883905 40.645832 0.0053207725
-1186.8209099319179 -0.07203401 40.61406 0.0052983933
-1188.5464794690686 -0.059187822 40.67359 0.00535155
-1185.4558691600307 -0.05743918 40.531517 0.0053098476
-1186.5462196667957 -0.056058243 40.36665 0.0053487956
save 성공!
-1186.8630597864003 -0.05219958 40.37877 0.005408451
-1187.9486980161425 -0.0570135 40.527367 0.0053827805
-1189.6406235563975 -0.05748216 40.52459 0.005383274
-1190.7038272675043 -0.04699173 40.418736 0.005380366
-1190.1856015901546 -0.04791313 40.390194 0.005448054
-1191.19214898646 -0.047995828 40.452694 0.0055055604
-1190.3922246556879 -0.03636626 40.214233 0.0054821926
-1188.771232291864 -0.036515698 40.161755 0.0054705786
-1189.0570238158175 -0.0456952 40.126534 0.0054786885
-1189.1359527892823 -0.039712183 40.103268 0.0055255275
save 성공!
-1188.731327874542 -0.042586494 40.208458 0.0054559363
-1189.3445816218602 -0.036615357 40.147358 0.005460322
